"","movie","rating","review_header","review"
"125","The Kissing Booth 2",7,"F.U.N!","There are so many reasons to enjoy this sequel, one being that the female lead has such a likeable character. She's fun, quirky and really believable. I find that the movie has multiple relatable situations that I think many of us have experienced at one point or another in our lives. It had a good storyline and message regaring how young adults fall under pressure figuring out their uncertain future. All in all it was a smiling, enjoyable, decent movie to watch on a Friday night. It's as good as you can get for an American teenage romcom."
"126","The Kissing Booth 2",1,"even more irritating than the first one","The filmmaking isn't as bad as the other one but that's not gonna save this terrible movieand even worse it's 2 HOURS LONG!i'm still trying to figure out how did that guy just casually pulls out an acoustic guitar out of nowhere"
"127","The Kissing Booth 2",2,"WASTE OF 2 HOURS","This movie is the complete opposite of the first one. The first one I would give a 9/10. This movie was so bad! Could not tell what the plot was the entire time. Everything was so random. Not heartwarming like the first one. Literally trash. Atleast they have two really attractive actors in it. That is what kept me watching for the entire 2 hours of this terrible movie. I would never recommend watching this movie to anyone. The lessons of it are very bad and young brains should not learn these ways of life. All in all, # 2 on my list of worst movies I have ever seen following Hereditary."
"128","The Kissing Booth 2",10,"Total entertainment","It's just a perfect entertainer. Even though It's all expected twists and turns I love the movie!! Was waiting for this sequel actually!"
"129","The Kissing Booth 2",9,"Just as good as the first one","Loved the story, the music, and the cast was perfect!!! 2 hours of just fun. Easy fun."
"130","The Kissing Booth 2",1,"Disrespectful","This movie mocks Lyme disease, as you can see when he mentions Justin Bieber. Awful movie, very disappointed"
"131","The Kissing Booth 2",1,"Trash bc joking a disease.","Justin Bieber was dealing with depression and the effects of his disease... why this trash movie need to joking about it?"
"132","The Kissing Booth 2",1,"Offensive","How disrespectful of them to mock a disease! Using Justin's illness for clout, they should be ashamed!"
"133","The Kissing Booth 2",9,"Nice!!!","It's good you should definitely watch it but it's kind of confusing already so I would suggest if you haven't watched kissing booth. Watch it before you watch this movie. Wouldn't recommend for little kids, this movie is more for teens and tweens. I really like the the new characters and the new storyline. And I'm waiting for kissing booth 3 already because they are AMAZING movies already"
"134","The Kissing Booth 2",7,"Kissing 2","I think this was a cute movie just like the first one..The actors still look too old to be playing teenagers. All of them are in their 20's and look it....still this was a cute rom com. I enjoyed it...."
"135","The Kissing Booth 2",9,"Cute and so spot on with long distance.","Cute and feel good movie. I will definitely watch it again.Sad that the comedian joked about JB but that's how comedians get content or anyone in that matter. I guess that there's a fine line between having a laugh and having a dig. I wish people could tell the difference."
"136","The Kissing Booth 2",1,"Insensitive comment about Bieber's Lyme","In one scene, the characters made fun of Justin Bieber's appearance. That was ridiculously insensitive considering that he his all ears CD was resultant of treatment for Lyme."
"137","The Kissing Booth 2",1,"Disgusting","Is heartbreaking to watch people mocking u because of ur disease Justin bieber doesn't choose to be Lyme disease victim that line on the movie is sooo unnecessary I'm so disappointed"
"138","The Kissing Booth 2",4,"Terrible Script","This film is just written so wrong the the actors in it can only do their best which they do. It wasn't very interesting was bored in the first 20 minutes but it made me cry."
"139","The Kissing Booth 2",8,"I mean what do you even expect?","It's a teen rom-com, it had everything that happens in it. NGL, THIS MOVIE MADE ME CRY AT SOME POINTS. And i liked it's part 1 and this one too. Idk why the reviews are so harsh?"
"140","The Kissing Booth 2",1,"Bad movie","Making fun of Justin Bieber's appearance while he was sick and diagnosed with Lyme Disease!! This is the worst thing"
"141","The Kissing Booth 2",1,"Made an account to review this","Incredibly horrible movie. Was dragged to watch it. Unbearably unrealistic dialogue. No grasp whatsoever of human communication. Over saturated hues make me want to go blind. Overly dramatic characters with the acting talent of a Sasquatch. Please do not watch."
"142","The Kissing Booth 2",1,"Worst Movie Ever","I have never written a review before but I had to sign up and write this. This is most likely the worst movie ever made on planet earth. The acting is horrible and cringey and the script is almost worse. Not to mention Joey Kong's wig is atrocious."
"143","The Kissing Booth 2",1,"Terrible","This movie it's just as cringy as the first one. The stoyline was awful and the script was just pitiful. It made many ""jokes"" that were just extremely distasteful not to mention insensitive."
"144","The Kissing Booth 2",10,"Beautiful movie","I think the movie was amazing just as the first one, and it really catches you"
"145","The Kissing Booth 2",8,"It was nice as a follow-up","It's a good enough sequel from the first movie. It's just something that you watch when you wanna feel good. It's nice."
"146","The Kissing Booth 2",1,"Disgusting for them to mock about someone's appearance when he was dealing with depression, anxiety and a freakin disease!","Mocking about Justin Bieber's appearance shouldn't be someone to put into a freaking movie. He IS dealing with a disease that unfortunately made him appear like that just a year ago. But apart from a disease, he was dealing with depression and anxiety and another illness which is mono and makes you really tired. Disgusting. This is a movie for teenagers. You don't even think about what you teach to those. (It cannot be a movie for young adult because lol, it is THAT BAD). Disgusting."
"147","The Kissing Booth 2",4,"The Kissing Booth 2 - Movie Review","The Kissing Booth wasn't a great film, but it was enjoyable and I had a good time watching it. I still had a number of problems with the film, and those negatives are unfortunately amplified in the sequel.The narrative in the first film wasn't anything special, but it's quite poor in the sequel. I didn't really care about what happened, and it was far too stretched out. The sequel clocks in at almost half an hour longer than the first film, and that extra time makes the pacing wobbly.Fortunately, the saving grace of the film is the dynamic between the characters. I enjoyed watching all of them on-screen, especially Joey King as Elle. It's just a shame that the screenplay they had to work with was sloppy and full of rom-com tropes that have been done much better in other films.The other problem I had with the first film is the way they sexualised El and made her fall over her feet for the stereotypical hot guy. This isn't quite as distracting in the sequel, but it's definitely still there and it's very off-putting in the way it's handled.The film also isn't funny. I barely smiled, mainly because it used a lot of slapstick humour. That's not something that I find funny, because anyone can fall over or cause an accident. I much prefer actual wit within the screenplay, but that wasn't present here.I am being very harsh on this film, but it's not complete garbage. Like I said, the dynamic between the characters is strong, the cinematography is nice, and it's edited well. The soundtrack was also catchy, but the songs aren't as well incorporated into the story as they were in the first film.Whilst there are some redeeming qualities to The Kissing Booth 2, and I can't deny that the last twenty minutes managed to bring it up a notch, there are way too many issues and the long runtime made it a chore to get through. If you liked the first film then you might get some enjoyment from this one, but I wouldn't recommend it.SCORE: 40%"
